,SON_PV,MUL_PV,BCS_PV,CHIH_PV,JAL_PV,GUE_PV,TAM_PV,PUE_PV,VER_PV,OAX_PV,CHIA_PV,YUC_PV
2019-01-03 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.011
2019-01-04 07:00:00,0.0,0.0,0.0,0.0,0.007,0.144,0.047,0.121,0.079,0.144,0.192,0.26
2019-01-04 08:00:00,0.002,0.031,0.095,0.241,0.189,0.374,0.292,0.336,0.292,0.362,0.401,0.471
2019-01-04 09:00:00,0.251,0.315,0.331,0.504,0.432,0.559,0.523,0.558,0.455,0.541,0.556,0.612
2019-01-04 10:00:00,0.499,0.536,0.541,0.683,0.6000000000000001,0.682,0.68,0.6990000000000001,0.629,0.658,0.627,0.6970000000000001
2019-01-04 11:00:00,0.662,0.676,0.67,0.786,0.6990000000000001,0.752,0.723,0.786,0.72,0.732,0.716,0.733
2019-01-04 12:00:00,0.746,0.748,0.719,0.8280000000000001,0.74,0.773,0.6990000000000001,0.8140000000000001,0.748,0.749,0.728,0.725
2019-01-04 13:00:00,0.772,0.765,0.72,0.8210000000000001,0.6950000000000001,0.747,0.616,0.776,0.716,0.716,0.675,0.666
2019-01-04 14:00:00,0.744,0.725,0.687,0.763,0.5740000000000001,0.67,0.419,0.704,0.611,0.636,0.59,0.559
2019-01-04 15:00:00,0.654,0.636,0.631,0.648,0.471,0.524,0.246,0.5760000000000001,0.379,0.503,0.389,0.397
2019-01-04 16:00:00,0.507,0.445,0.495,0.471,0.357,0.344,0.159,0.376,0.188,0.311,0.164,0.148
2019-01-04 17:00:00,0.285,0.247,0.274,0.212,0.168,0.095,0.074,0.1,0.033,0.072,0.013,0.0
2019-01-04 18:00:00,0.022,0.039,0.027,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-05 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006
2019-01-05 07:00:00,0.0,0.0,0.0,0.0,0.004,0.134,0.055,0.132,0.089,0.157,0.137,0.201
2019-01-05 08:00:00,0.0,0.004,0.015,0.193,0.133,0.362,0.307,0.378,0.311,0.385,0.383,0.407
2019-01-05 09:00:00,0.021,0.046,0.064,0.467,0.444,0.546,0.511,0.5700000000000001,0.507,0.5650000000000001,0.562,0.536
2019-01-05 10:00:00,0.101,0.095,0.119,0.623,0.619,0.668,0.643,0.6950000000000001,0.637,0.679,0.662,0.624
2019-01-05 11:00:00,0.096,0.138,0.225,0.705,0.711,0.737,0.719,0.763,0.712,0.726,0.66,0.626
2019-01-05 12:00:00,0.127,0.182,0.379,0.753,0.752,0.753,0.744,0.78,0.738,0.733,0.665,0.661
2019-01-05 13:00:00,0.183,0.251,0.417,0.731,0.729,0.704,0.719,0.727,0.707,0.6940000000000001,0.668,0.602
2019-01-05 14:00:00,0.128,0.281,0.361,0.629,0.635,0.606,0.644,0.602,0.5690000000000001,0.614,0.495,0.483
2019-01-05 15:00:00,0.108,0.188,0.327,0.5630000000000001,0.498,0.47,0.512,0.425,0.403,0.476,0.337,0.272
2019-01-05 16:00:00,0.071,0.122,0.24,0.372,0.323,0.25,0.315,0.155,0.224,0.28,0.18,0.1
2019-01-05 17:00:00,0.029,0.06,0.108,0.055,0.128,0.082,0.075,0.035,0.053,0.065,0.015,0.0
2019-01-05 18:00:00,0.002,0.005,0.007,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-05 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.011
2019-01-06 07:00:00,0.0,0.0,0.0,0.0,0.008,0.107,0.016,0.134,0.048,0.136,0.142,0.269
2019-01-06 08:00:00,0.0,0.0,0.025,0.094,0.211,0.336,0.159,0.373,0.21,0.34,0.374,0.488
2019-01-06 09:00:00,0.17,0.031,0.113,0.325,0.433,0.528,0.445,0.562,0.402,0.53,0.561,0.638
2019-01-06 10:00:00,0.441,0.093,0.193,0.484,0.589,0.656,0.629,0.706,0.529,0.638,0.636,0.728
2019-01-06 11:00:00,0.609,0.238,0.213,0.601,0.682,0.726,0.708,0.783,0.6000000000000001,0.7000000000000001,0.719,0.768
2019-01-06 12:00:00,0.7000000000000001,0.638,0.225,0.616,0.721,0.734,0.735,0.805,0.637,0.718,0.712,0.76
2019-01-06 13:00:00,0.733,0.632,0.205,0.548,0.708,0.6950000000000001,0.71,0.777,0.536,0.687,0.666,0.706
2019-01-06 14:00:00,0.71,0.369,0.163,0.392,0.635,0.619,0.634,0.6960000000000001,0.514,0.594,0.579,0.601
2019-01-06 15:00:00,0.629,0.218,0.118,0.236,0.511,0.462,0.503,0.54,0.356,0.44,0.434,0.436
2019-01-06 16:00:00,0.485,0.198,0.08,0.126,0.343,0.31,0.308,0.316,0.211,0.236,0.171,0.201
2019-01-06 17:00:00,0.269,0.123,0.04,0.019,0.13,0.098,0.069,0.096,0.056,0.043,0.016,0.001
2019-01-06 18:00:00,0.038,0.016,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015
2019-01-07 07:00:00,0.0,0.0,0.0,0.0,0.004,0.076,0.049,0.169,0.056,0.162,0.077,0.299
2019-01-07 08:00:00,0.003,0.027,0.011,0.059,0.122,0.29,0.269,0.43,0.227,0.383,0.223,0.513
2019-01-07 09:00:00,0.226,0.269,0.071,0.242,0.307,0.541,0.462,0.621,0.433,0.578,0.413,0.655
2019-01-07 10:00:00,0.458,0.51,0.141,0.389,0.459,0.668,0.589,0.743,0.622,0.6900000000000001,0.528,0.739
2019-01-07 11:00:00,0.612,0.659,0.203,0.503,0.561,0.74,0.663,0.812,0.712,0.749,0.654,0.774
2019-01-07 12:00:00,0.684,0.745,0.239,0.5760000000000001,0.61,0.767,0.677,0.8320000000000001,0.734,0.766,0.748,0.763
2019-01-07 13:00:00,0.6990000000000001,0.771,0.248,0.5670000000000001,0.604,0.739,0.627,0.805,0.711,0.734,0.711,0.706
2019-01-07 14:00:00,0.666,0.744,0.236,0.482,0.557,0.655,0.521,0.732,0.634,0.652,0.627,0.6000000000000001
2019-01-07 15:00:00,0.581,0.66,0.186,0.372,0.444,0.532,0.393,0.604,0.504,0.511,0.479,0.437
2019-01-07 16:00:00,0.44,0.473,0.124,0.251,0.317,0.357,0.223,0.414,0.319,0.317,0.264,0.204
2019-01-07 17:00:00,0.229,0.183,0.055,0.085,0.146,0.116,0.037,0.15,0.073,0.078,0.029,0.001
2019-01-07 18:00:00,0.032,0.025,0.005,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.01
2019-01-08 07:00:00,0.0,0.0,0.0,0.0,0.005,0.074,0.045,0.209,0.107,0.14,0.228,0.256
2019-01-08 08:00:00,0.003,0.02,0.039,0.051,0.161,0.277,0.279,0.479,0.335,0.351,0.458,0.472
2019-01-08 09:00:00,0.223,0.259,0.214,0.185,0.412,0.539,0.481,0.662,0.528,0.556,0.617,0.614
2019-01-08 10:00:00,0.458,0.511,0.469,0.325,0.602,0.685,0.621,0.779,0.664,0.676,0.715,0.7000000000000001
2019-01-08 11:00:00,0.616,0.652,0.621,0.409,0.704,0.76,0.7030000000000001,0.844,0.737,0.74,0.762,0.737
2019-01-08 12:00:00,0.705,0.712,0.6960000000000001,0.444,0.743,0.789,0.733,0.861,0.756,0.752,0.758,0.72
2019-01-08 13:00:00,0.731,0.709,0.71,0.49,0.715,0.77,0.71,0.8320000000000001,0.727,0.719,0.712,0.662
2019-01-08 14:00:00,0.7000000000000001,0.641,0.647,0.499,0.629,0.7010000000000001,0.632,0.755,0.645,0.636,0.5680000000000001,0.527
2019-01-08 15:00:00,0.597,0.517,0.554,0.354,0.475,0.578,0.494,0.626,0.502,0.499,0.388,0.245
2019-01-08 16:00:00,0.436,0.42,0.393,0.189,0.275,0.393,0.302,0.435,0.308,0.296,0.175,0.088
2019-01-08 17:00:00,0.218,0.27,0.192,0.053,0.092,0.144,0.066,0.167,0.069,0.074,0.013,0.0
2019-01-08 18:00:00,0.031,0.066,0.021,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-09 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-09 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-09 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-09 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-09 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-09 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008
2019-01-09 07:00:00,0.0,0.0,0.0,0.0,0.021,0.159,0.031,0.147,0.022,0.156,0.133,0.192
2019-01-09 08:00:00,0.003,0.019,0.035,0.006,0.31,0.399,0.219,0.445,0.124,0.38,0.379,0.407
2019-01-09 09:00:00,0.207,0.216,0.179,0.039,0.559,0.582,0.434,0.636,0.233,0.5660000000000001,0.554,0.595
2019-01-09 10:00:00,0.448,0.452,0.482,0.084,0.711,0.7020000000000001,0.54,0.757,0.325,0.673,0.649,0.6950000000000001
2019-01-09 11:00:00,0.608,0.616,0.64,0.139,0.798,0.769,0.5650000000000001,0.8240000000000001,0.373,0.73,0.708,0.727
2019-01-09 12:00:00,0.6940000000000001,0.6920000000000001,0.712,0.179,0.8300000000000001,0.789,0.526,0.841,0.423,0.709,0.7020000000000001,0.713
2019-01-09 13:00:00,0.723,0.733,0.723,0.186,0.8150000000000001,0.764,0.369,0.8130000000000001,0.335,0.664,0.656,0.657
2019-01-09 14:00:00,0.6960000000000001,0.678,0.681,0.171,0.753,0.6890000000000001,0.409,0.737,0.291,0.583,0.448,0.54
2019-01-09 15:00:00,0.616,0.5750000000000001,0.593,0.125,0.64,0.513,0.353,0.604,0.247,0.466,0.304,0.306
2019-01-09 16:00:00,0.475,0.403,0.458,0.074,0.466,0.326,0.165,0.41,0.131,0.287,0.148,0.093
2019-01-09 17:00:00,0.266,0.209,0.252,0.024,0.221,0.101,0.029,0.143,0.021,0.069,0.011,0.0
2019-01-09 18:00:00,0.042,0.031,0.036,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-09 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-09 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-09 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-09 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-09 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-10 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-10 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-10 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
